,Cluster,Customer Age,Annual Income,Kids at Home,Teens at Home,Days as Customer,Customer Recency,Wine,Fruit,Meat,Fish,Sweets,Gold,Deals Purchased,Web Purchases,Catalog Purchases,Store Purchases,Monthly Web Visits
0,2,0.9864429275434143,0.23406269784304798,-0.8230393240078342,-0.9289722395072267,1.529128614227841,0.3105321245402283,0.978225746641053,1.5494294607491532,1.6902268324280458,2.4545676689527163,1.484826962535446,0.8500305715204762,0.3517134788948544,1.4285533225039493,2.5047121601864135,-0.5541428908165424,0.6932319721778877
1,1,1.2368007416347566,-0.2345594797705348,1.0399383491294083,0.9090656915177863,-1.18841056239072,-0.38050943800360176,-0.8720238315063951,-0.637327818349774,-0.717986119716739,-0.6510378694670405,-0.6338801823601496,-0.7328672796198972,-0.16823119704310258,-1.125881160341153,-0.5710823920429956,-1.1695178074035923,-0.1315744978066488
2,2,0.3188220899665018,0.7694776413179528,-0.8230393240078342,-0.9289722395072267,-0.20515547848691326,-0.7951343755298999,0.3585107437038469,0.5691589563254963,-0.17836803229170384,1.3402033286962154,-0.14682106859104713,-0.03793651570461131,-0.6881758729810595,1.4285533225039493,-0.22932744179528344,1.2919818589446075,-0.543977732798917
3,1,-1.2667773992786657,-1.0172387789593047,1.0399383491294083,-0.9289722395072267,-1.0599450740414789,-0.7951343755298999,-0.8720238315063951,-0.5619223949325696,-0.6555509691055779,-0.5048917264825813,-0.5851742709832394,-0.7521709119508774,-0.16823119704310258,-0.7609619485061384,-0.9128373422907077,-0.5541428908165424,0.28082873718561946
4,1,-1.0164195851873234,0.24022145971604317,1.0399383491294083,-0.9289722395072267,-0.9512435069767363,1.5544069371191225,-0.3916705756411922,0.41834810949108747,-0.21850491482745024,0.15276591694748493,-0.0007033344603164034,-0.5591345886410758,1.3916028307707684,0.3337956869989054,0.1124275084524287,0.0612320257705075,-0.1315744978066488
5,0,0.15191688057227362,0.4078987184517833,-0.8230393240078342,0.9090656915177863,-0.2990341045882817,-1.1406551568018148,0.6372342378478535,0.39321296835201935,-0.30769798712910895,-0.6875744052131553,0.3645910008665104,-0.5784382209720559,-0.16823119704310258,0.69871489883392,0.45418245870014085,1.2919818589446075,0.28082873718561946
6,0,-0.18189353821618268,0.1346086270810675,-0.8230393240078342,0.9090656915177863,1.1832599917491151,-0.5187177505123678,-0.20783167524833676,0.9713212145505863,-0.01336084853363524,0.22583898843971448,0.5350616906856963,-0.32749100066931375,0.8716581548328114,1.0636341106689347,0.1124275084524287,0.36891948406403247,0.28082873718561946
7,1,-1.3502300039757797,-0.7467300639183287,1.0399383491294083,-0.9289722395072267,0.31364745523117565,-0.5878219067667508,-0.6792895004493692,-0.4111115480981608,-0.4950034389625922,-0.632769601593983,-0.6338801823601496,-0.40470552999323445,-0.16823119704310258,-0.031123524836109216,-0.9128373422907077,-0.5541428908165424,1.1056352071701558
8,1,-0.43225135230752487,-0.8700245032209357,1.0399383491294083,-0.9289722395072267,0.17035902591856064,-1.0369989224202403,-0.8631284008422246,-0.6624629594888422,-0.6377123546452461,-0.632769601593983,-0.5851742709832394,-0.8100818089438179,-0.6881758729810595,-0.39604273667112383,-0.9128373422907077,-1.1695178074035923,1.5180384421624242
9,1,1.570611160423213,-1.851572209986099,1.0399383491294083,0.9090656915177863,-1.213115463996343,0.6560529058121434,-0.821616391076096,-0.6624629594888422,-0.717986119716739,-0.6693061373400978,-0.6338801823601496,-0.5977418533030361,-0.6881758729810595,-1.125881160341153,-0.9128373422907077,-1.7848927239906425,6.054474027077375
11,1,-0.599156561701753,-1.7779849390906983,-0.8230393240078342,-0.9289722395072267,1.1832599917491151,0.34508420266741985,-0.8868495492800124,-0.26030070126375204,-0.6956878516413243,-0.4866234586095239,-0.6338801823601496,-0.5398309563100956,-0.6881758729810595,-0.7609619485061384,-0.9128373422907077,-0.8618303491100674,1.1056352071701558
12,2,0.8195377181491862,0.42856037118699297,-0.8230393240078342,-0.9289722395072267,-0.6300797861036337,1.1397819995928244,-0.3294025609919992,0.8707806499943137,1.3958896938325722,3.4227858662247583,2.069297899058369,-0.2695801036763733,-0.6881758729810595,-0.39604273667112383,0.45418245870014085,0.6766069423575575,-1.3687842027834536
13,0,1.4037059510289847,0.2823791780853845,1.0399383491294083,0.9090656915177863,-0.6300797861036337,0.1377717339042708,-0.2137619623577837,-0.6121926772107058,-0.508382399807841,-0.632769601593983,-0.5364683596063291,-0.5784382209720559,0.3517134788948544,0.69871489883392,-0.5710823920429956,-0.24645543252301746,0.28082873718561946
14,1,-1.5171352133700078,-1.3876783721330739,-0.8230393240078342,-0.9289722395072267,1.3512533226673535,-0.38050943800360176,-0.8957449799441828,-0.3105709835418883,-0.6689299299508267,-0.5779647979748108,-0.6338801823601496,-0.7521709119508774,-0.6881758729810595,-1.125881160341153,-0.9128373422907077,-0.8618303491100674,1.1056352071701558
15,2,1.9044215792116692,1.213981312757935,-0.8230393240078342,-0.9289722395072267,1.128909208216744,-0.8987906099114743,2.0782940054434618,-0.10948985442934325,-0.23188387567269905,0.390253399297231,0.9977678487663436,0.01997438128832918,-0.6881758729810595,1.0636341106689347,1.137692359195565,1.9073567755316574,-0.9563809677911853
16,1,-0.9329669804902093,-0.4131238401398277,1.0399383491294083,0.9090656915177863,0.9806797985830042,0.0686675776498878,-0.7474878022080091,-0.5367872537935015,-0.6600106227206608,-0.6510378694670405,-0.34164471409868813,-0.7714745442818576,0.3517134788948544,-0.39604273667112383,-0.9128373422907077,-0.8618303491100674,1.1056352071701558
17,0,1.9044215792116692,-0.5756356856917655,-0.8230393240078342,-0.9289722395072267,1.5488925355123397,-1.002446844293049,-0.6555683520115814,-0.5367872537935015,-0.575277204034085,2.052665775745454,-0.36599766978714326,-0.3081873683383336,-0.16823119704310258,-0.031123524836109216,-0.5710823920429956,0.0612320257705075,0.6932319721778877
18,0,1.654063765120327,0.9833257471273731,-0.8230393240078342,0.9090656915177863,0.5162276483972866,1.4507507027375481,2.0960848667718026,1.3483483316366083,1.4761634589040649,-0.6875744052131553,-0.2685858470333228,2.548750216646731,-0.16823119704310258,2.523310958008993,0.45418245870014085,0.9842944006510824,-0.1315744978066488
19,1,-1.3502300039757797,-0.7325053106890882,1.0399383491294083,-0.9289722395072267,1.2326697949603618,1.2779903121015905,-0.8927798363894593,-0.2351655601246839,-0.6600106227206608,-0.1395263690214334,-0.07376220152568178,-0.0958474126975518,-0.16823119704310258,-0.7609619485061384,-0.5710823920429956,-0.8618303491100674,0.28082873718561946
20,1,-1.0998721898844375,-0.6042441279405173,-0.8230393240078342,-0.9289722395072267,1.6625350828982068,-0.27685320362202726,-0.6496380649021345,-0.6121926772107058,-0.4191893275061823,0.572936078027805,0.26717917811268993,0.07788527828126968,-0.6881758729810595,-0.031123524836109216,-0.22932744179528344,-0.24645543252301746,1.1056352071701558
21,2,-0.8495143757930953,-1.9787605761503417,1.0399383491294083,-0.9289722395072267,0.9164470544083837,-0.24230112549483573,-0.9016752670536298,-0.637327818349774,6.948158444610826,-0.6693061373400978,-0.6338801823601496,-0.8293854412747981,6.591049590150338,-1.4908003721761676,8.656301264645231,-1.7848927239906425,-1.7811874377757217
22,0,1.654063765120327,0.2526979192523044,-0.8230393240078342,0.9090656915177863,0.9856207789041289,0.4832925151761859,1.666139051336899,-0.6624629594888422,-0.36121383051010414,-0.6875744052131553,-0.6582331380486047,-0.4819200593171551,0.3517134788948544,-0.7609619485061384,0.1124275084524287,0.9842944006510824,1.1056352071701558
23,0,1.2368007416347566,0.5195908450646187,-0.8230393240078342,0.9090656915177863,-0.9117156644077391,-1.693488406836879,0.23397471440546094,-0.6624629594888422,-0.2898593726687772,-0.30394077987894996,0.12106144398195921,-0.7521709119508774,0.3517134788948544,0.69871489883392,-0.22932744179528344,0.9842944006510824,-0.543977732798917
24,0,1.487158555726099,-0.4592549532659401,-0.8230393240078342,0.9090656915177863,0.5656374516085332,0.6906049839393349,-0.10405165083301514,-0.5870575360716377,-0.6243333937999973,0.024888041836083154,-0.512115403917874,1.062370527161258,2.431492182646682,1.0636341106689347,-0.5710823920429956,-0.24645543252301746,1.1056352071701558
25,1,-0.01498832882195452,-1.3373751945123518,-0.8230393240078342,-0.9289722395072267,0.9362109756928824,1.381646546483165,-0.8868495492800124,-0.5619223949325696,-0.6332527010301632,-0.4135503871172943,-0.36599766978714326,-0.5977418533030361,-0.16823119704310258,-0.7609619485061384,-0.5710823920429956,-0.8618303491100674,0.6932319721778877
26,1,-0.599156561701753,0.044174162416957416,1.0399383491294083,0.9090656915177863,0.2197688291298072,-1.5552800943281129,-0.3916705756411922,-0.5619223949325696,-0.6109544329547485,-0.632769601593983,-0.512115403917874,-0.05724014803559148,0.8716581548328114,0.3337956869989054,-0.5710823920429956,-0.5541428908165424,0.6932319721778877
28,1,-1.684040422764236,-0.5517953171511388,1.0399383491294083,-0.9289722395072267,0.20000490784530858,-0.7951343755298999,-0.7978952426383081,-0.6121926772107058,-0.5574385895737533,-0.3222090477520073,-0.14682106859104713,-0.6556527502959766,-0.16823119704310258,-0.7609619485061384,-0.5710823920429956,-0.5541428908165424,-0.9563809677911853
29,2,0.3188220899665018,1.2862176294360335,-0.8230393240078342,-0.9289722395072267,-0.6646666483515064,1.6235110933735055,1.1235177808225032,1.8510511544179709,2.827438504274194,-0.30394077987894996,0.9490619373894333,-0.8486890736057782,-0.6881758729810595,0.69871489883392,2.1629572099387016,1.2919818589446075,-1.3687842027834536
30,1,-1.684040422764236,-1.639750535502632,-0.8230393240078342,-0.9289722395072267,-1.558984086475069,-0.5187177505123678,-0.8809192621705655,-0.5619223949325696,-0.7001475052564072,-0.6510378694670405,-0.6095272266716945,-0.7714745442818576,-0.16823119704310258,-0.39604273667112383,-0.9128373422907077,-0.8618303491100674,-0.1315744978066488
31,1,0.48572729936072995,-0.5414644907835341,-0.8230393240078342,-0.9289722395072267,0.2988245142678017,0.24142796828584534,-0.5725443324793241,-0.2351655601246839,-0.5485192823435874,-0.06645329752920381,-0.12246811290259202,0.8693342038514564,-0.6881758729810595,-0.7609619485061384,0.7959374089478529,-0.8618303491100674,-0.9563809677911853
32,1,-0.09844093351906859,-0.4648574398729874,-0.8230393240078342,0.9090656915177863,1.3512533226673535,-0.6223739848939424,-0.578474619588771,-0.6624629594888422,-0.7224457733318218,-0.6510378694670405,-0.6582331380486047,-0.7907781766128377,-0.16823119704310258,-0.7609619485061384,-0.5710823920429956,-0.5541428908165424,-0.1315744978066488
33,0,1.4037059510289847,-0.22399024971752368,-0.8230393240078342,2.747103622542799,1.257374696565985,-1.417071781819347,-0.6199866293548997,-0.36084126582002457,-0.3166172943592748,-0.08472156540226121,-0.12246811290259202,-0.01863288337363115,1.9115475067087253,-0.031123524836109216,-0.5710823920429956,0.0612320257705075,0.28082873718561946
34,2,1.9044215792116692,0.6520240923077993,-0.8230393240078342,-0.9289722395072267,0.6941029399577742,-1.5552800943281129,0.5245587827683614,0.1921318392394743,1.3557528112968258,1.4863494716806747,0.9977678487663436,-0.4240091623242146,-0.6881758729810595,-0.39604273667112383,0.7959374089478529,0.9842944006510824,0.6932319721778877
35,1,1.487158555726099,-0.113569609426855,1.0399383491294083,0.9090656915177863,-0.2446833210559105,0.20687589015865382,-0.7860346684194143,-0.6624629594888422,-0.6600106227206608,-0.6510378694670405,-0.6338801823601496,-0.7907781766128377,-0.6881758729810595,-0.7609619485061384,-0.9128373422907077,-0.8618303491100674,0.6932319721778877
36,0,-0.09844093351906859,0.6002110246795043,-0.8230393240078342,0.9090656915177863,-0.8573648808753679,-0.4150615161307933,1.1768903648075257,-0.2351655601246839,-0.0713363455297134,-0.6875744052131553,-0.46340949254096375,-0.17306194202147246,1.3916028307707684,0.3337956869989054,1.137692359195565,1.9073567755316574,-1.3687842027834536
